POA_CODE_2021,SA2_CODE_2021,SA2_NAME_2021
4306,313031370,Kilcoy
4821,318021489,Townsville - South
4280,311041571,Yarrabilba
7300,602031062,Perth - Evandale
3286,217041478,Moyne - West
3977,212031559,Cranbourne North - East
3442,202021030,Kyneton
6053,504011048,Noranda
2305,111031234,Waratah - North Lambton
3844,205051104,Yarram
3059,210041240,Sunbury
3707,113031271,Wagga Wagga Surrounds
3550,202031033,Loddon
4426,307011177,Roma Surrounds
2101,122031432,Terrey Hills - Duffys Forest
7250,602031060,Longford
2600,801061070,Yarralumla
6743,510011264,Halls Creek
3088,209031213,Plenty - Yarrambat
3029,213041574,Fraser Rise - Plumpton
2577,114011276,Huskisson - Vincentia
4722,308011191,Central Highlands - West
4815,306031161,Tully
3051,206041510,West Melbourne - Residential
3412,215011390,Nhill Region
2031,118021651,Coogee - Clovelly
4120,303041068,Moorooka
2305,111011214,Warners Bay - Boolaroo
2583,103011060,Bathurst Surrounds
2570,127011726,Cobbitty - Bringelly
2226,128011529,Gymea - Grays Point
6172,507051313,Baldivis - South
4879,306021151,Manoora
4673,319011495,Bundaberg
3060,210051243,Campbellfield - Coolaroo
5417,407031168,Renmark Surrounds
3187,208021182,Ormond - Glen Huntly
3020,213011338,Sunshine West
2403,110021192,Inverell Surrounds - East
2540,101041022,Deua - Wadbilliga
2398,110021193,Inverell Surrounds - West
2293,111031229,Newcastle - Cooks Hill
3805,212021455,Narre Warren - North East
4514,313031371,Woodford - D'Aguilar
4055,302011023,Bridgeman Downs
3480,201031013,Avoca
2799,103041077,Orange
2060,121041414,Crows Nest - Waverton
6064,504031056,Ballajura
3175,212041564,Dandenong - South
4120,305021118,Norman Park
6167,507031174,Parmelia - Orelia
6760,510021267,East Pilbara
4304,310031287,Ipswich - East
3355,201011001,Alfredton
2623,101021610,Googong
3941,214021383,Point Nepean
4120,303021058,Woolloongabba
6018,505021087,Herdsman
2144,125011587,Regents Park
5464,405031123,Port Pirie Surrounds
6037,505031256,Carabooda - Pinjar
7315,604021088,Miandetta - Don
2702,113031265,Junee
3285,217041478,Moyne - West
3978,212031560,Cranbourne North - West
3920,214021379,Hastings - Somers
3610,216031418,Shepparton Surrounds - East
3669,216031418,Shepparton Surrounds - East
2630,101041020,Bega-Eden Hinterland
2761,116021629,Marsden Park - Shanes Park
2747,116021629,Marsden Park - Shanes Park
4356,317011445,Cambooya - Wyreema
4352,307021182,Pittsworth
4275,311041571,Yarrabilba
2865,105031106,Wellington
4871,315011398,Kowanyama - Pormpuraaw
7305,604021091,Sheffield - Railton
4172,303011047,Camp Hill
4574,319031515,Kilkivan
4580,319051525,Maryborough Surrounds - South
5009,404011090,Beverley
3802,212021453,Endeavour Hills - North
7254,602031058,Dilston - Lilydale
3446,202021028,Castlemaine Surrounds
4751,312021356,South Mackay
3556,202031032,Bendigo Surrounds - North
6229,501021008,College Grove - Carey Park
3559,202011019,California Gully - Eaglehawk
4343,310021280,Lockyer Valley - East
5607,406011133,Port Lincoln
5401,405021119,Wakefield - Barunga West
5127,402051053,Modbury Heights
6237,501021252,Gelorup - Stratham
2615,801011019,Macgregor (ACT)
2611,801101146,Whitlam
2477,112011242,Lennox Head - Skennars Head
2334,106021616,Rutherford (South) - Telarah
3987,205011079,Warragul
2530,107011547,Windang - Primbee
3021,213011332,Keilor Downs
4031,302021034,Wavell Heights
5605,406011130,Eyre Peninsula
2145,125031484,Guildford West - Merrylands West
2197,125031479,Chester Hill - Sefton
4357,307021179,Crows Nest - Rosalie
4721,318021486,Northern Beaches
3278,217041478,Moyne - West
4401,317011445,Cambooya - Wyreema
3559,216011410,Rushworth
3623,216011410,Rushworth
2795,103041077,Orange
3124,207011146,Ashburton (Vic.)
2322,106021618,Thornton - Millers Forest
2303,111031235,Wickham - Carrington - Tighes Hill
4740,312021355,Slade Point
4054,302021032,Stafford
4178,313051574,Moreton Island
0829,701031031,Howard Springs
,128011531,Sylvania - Taren Point
3518,215031400,Buloke
3531,215031400,Buloke
6165,507031172,Hope Valley - Postans
2722,113031265,Junee
4704,308031218,Rockhampton Surrounds - East
5159,403041076,Coromandel Valley
3432,210041240,Sunbury
5201,403041075,Clarendon
2299,111031231,Shortland - Jesmond
4124,311041569,Greenbank - North Maclean
2067,121011399,Chatswood (West) - Lane Cove North
4872,306031163,Yarrabah
3064,209041432,Epping - South
4650,319051525,Maryborough Surrounds - South
3850,205051102,Rosedale
3737,204031071,Myrtleford
3136,211031265,Croydon Hills - Warranwood
3893,205021082,Bruthen - Omeo
4705,308011191,Central Highlands - West
3446,204011062,Yea
3719,204011054,Alexandra
2048,120021674,Annandale (NSW)
2620,101021010,Queanbeyan - East
0852,702031059,Thamarrurr
6230,501021252,Gelorup - Stratham
2142,125041719,Rosehill - Harris Park
2671,105011093,Cobar
4375,317011458,Toowoomba - West
6286,501011001,Augusta
2618,801011003,Bruce
2322,106021616,Rutherford (South) - Telarah
3990,212011548,Koo Wee Rup
2752,127011726,Cobbitty - Bringelly
7116,603011066,Derwent Valley
3806,212021293,Berwick - North
2478,112011236,Ballina
4361,307031185,Southern Downs - East
4354,317011449,Gowrie (Qld)
2602,801051055,Downer
5024,404031109,West Beach
3490,109021179,Wentworth-Balranald Region
5308,407031170,Waikerie
3072,209021429,Preston - West
3029,213051586,Truganina - North
4798,312011338,Broadsound - Nebo
4380,317011456,Toowoomba - Central
5661,406011135,Western
5204,407011149,Yankalilla
4892,306021148,Gordonvale - Trinity
2460,104011081,Grafton Surrounds
6330,509011225,Albany
5093,402031176,Valley View - Gilles Plains
7315,604021087,Latrobe
7303,604021087,Latrobe
2540,114011272,Berry - Kangaroo Valley
2579,114011272,Berry - Kangaroo Valley
4388,307011173,Goondiwindi
3145,207011146,Ashburton (Vic.)
3371,201021010,Creswick - Clunes
2262,102021046,Budgewoi - Buff Point - Halekulani
4754,312021357,Walkerston - Eton
2227,128021536,Oyster Bay - Como - Jannali
2127,125011586,Lidcombe
4878,306021146,Earlville - Bayview Heights
2176,127021520,St Johns Park - Wakeley
3707,113031268,Wagga Wagga - North
7005,601051031,Sandy Bay
4817,318021484,Mount Louisa
7019,601021011,Rokeby
4343,307011174,Inglewood - Waggamba
3114,211031265,Croydon Hills - Warranwood
4562,319031512,Gympie - North
5253,407031165,Murray Bridge
6560,509021243,Northam
2526,107011134,Unanderra - Mount Kembla
2104,122021690,Mona Vale - Warriewood (North)
4128,311061331,Logan Central
3214,203011036,Winchelsea
2830,105031102,Dubbo - West
3140,211051280,Montrose
3350,201011008,Wendouree - Miners Rest
4007,305031125,Hendra
2615,801011007,Evatt
2263,102021048,Gorokan - Kanwal - Charmhaven
3217,203021485,Charlemont
2205,119041670,Bexley - South
4816,318021478,Hermit Park - Rosslea
7004,601051030,New Town
7250,602011038,Launceston
3857,205041098,Yallourn North - Glengarry
2745,127011505,Austral - Greendale
4343,307031188,Stanthorpe Surrounds
3236,217031473,Colac Surrounds
2852,103031073,Mudgee Surrounds - East
3649,216021414,Yarrawonga
5167,403041074,Christies Beach
6392,509031249,Narrogin
6166,507011259,Beeliar - Wattleup
6105,504031066,Midland - Guildford
6063,504031061,Hazelmere - Guildford
5608,406011136,Whyalla
7270,602021055,Grindelwald - Lanena
5495,405031121,Peterborough - Mount Remarkable
4035,302041043,Deagon
2191,119021661,Canterbury - South
2334,106021617,Tenambit - East Maitland
3364,201011481,Ballarat East - Warrenheip
3462,202021027,Castlemaine
3805,212031458,Narre Warren South - West
4507,313011363,Bribie Island
5098,402041040,Ingle Farm
3137,211031450,Croydon - East
4170,305021118,Norman Park
2199,119011655,Greenacre - North
4671,319011500,Millbank - Avoca
7304,602021054,Deloraine
6207,509031248,Murray
6034,505031258,Yanchep
3181,206061136,Prahran - Windsor
6640,511041290,Meekatharra
5271,407021151,Kingston - Robe
5276,407021151,Kingston - Robe
4060,305041134,Bardon
6280,501011003,Busselton Surrounds
4553,316011414,Buderim - South
6502,509021244,Toodyay
6754,510031271,Ashburton (WA)
7027,603011067,Southern Midlands
4306,310031290,Karana Downs
4034,302021027,Aspley
6122,506061143,Mundijong
4054,314011382,Albany Creek
3978,212031556,Clyde North - South
3810,212031558,Cranbourne East - South
2722,113021262,Tumut Surrounds
3024,213051579,Manor Lakes - Quandong
4503,314011384,Dayboro
2289,111021221,West Wallsend - Barnsley - Killingworth
5320,407031163,Loxton Surrounds
3463,202011019,California Gully - Eaglehawk
7173,601061034,Dodges Ferry - Lewisham
3669,204021064,Benalla Surrounds
4722,308041528,Banana
2617,801011003,Bruce
3166,208021180,Hughesdale
2321,108011151,Bulahdelah - Stroud
4370,307031186,Southern Downs - West
4377,307031188,Stanthorpe Surrounds
2618,801011002,Belconnen
3822,205011078,Trafalgar (Vic.)
5085,402031175,Northgate - Northfield
4703,308031213,Norman Gardens
6022,505021085,Balga - Mirrabooka
0872,406021141,Outback
2210,119011656,Greenacre - South
3350,201011001,Alfredton
2166,127021512,Cabramatta West - Mount Pritchard
4802,312021345,Eungella Hinterland
2076,121021403,Asquith - Mount Colah
3649,216021412,Moira
3059,210051542,Craigieburn - North West
0872,407031159,Barmera
2338,106041129,Scone Surrounds
4364,307021182,Pittsworth
4275,311041570,Jimboomba - Glenlogan
2142,125031714,Merrylands - Holroyd
4515,310031288,Ipswich - North
3099,209031212,Panton Hill - St Andrews
3108,211021262,Warrandyte - Wonga Park
3107,207021160,Templestowe Lower
2845,103031071,Lithgow Surrounds
6209,502011029,Pinjarra
2085,122031694,Dee Why (South) - North Curl Curl
2779,103011061,Oberon
4706,308011190,Central Highlands - East
6018,505021092,Scarborough
3980,214011376,Skye - Sandhurst
3517,216011408,Lockington - Gunbower
3658,204011056,Kilmore - Broadford
5558,405041125,Moonta
2217,119041670,Bexley - South
2216,119041669,Bexley - North
2838,105011093,Cobar
4660,319011492,Ashfield - Kepnock
3023,213051584,Tarneit - North
2769,116021628,Kellyville Ridge - The Ponds
4859,306031160,Johnstone
2318,111031232,Stockton - Fullerton Cove
2107,122021422,Newport - Bilgola
2250,102011039,Terrigal - North Avoca
3144,206061138,Toorak
6574,509021241,Moora
6714,510031273,Roebourne
2557,127011505,Austral - Greendale
5021,404011092,Henley Beach
5355,405011111,Light
3064,210051545,Roxburgh Park - North
2705,103021069,West Wyalong
6071,504021050,Glen Forrest - Darlington
6149,506031131,Willetton
2800,103041079,Orange Surrounds
5357,406021141,Outback
3458,202021031,Woodend
7304,601011001,Bridgewater - Gagebrook
3271,217041477,Moyne - East
4402,317011445,Cambooya - Wyreema
3233,203021042,Highton
4704,308031223,Yeppoon
3234,203021040,Geelong West - Hamlyn Heights
3977,212031308,Pearcedale - Tooradin
3515,202011022,Kangaroo Flat - Golden Square
2541,114011279,St Georges Basin - Erowal Bay
4025,301021551,Southern Moreton Bay Islands
4553,316011416,Sippy Downs
4564,316071546,Diddillibah - Rosemount
3392,215011391,St Arnaud
2083,102011035,Narara
4218,309101561,Surfers Paradise - North
5723,406011134,West Coast (SA)
6032,505031255,Alkimos - Eglinton
3580,215031401,Gannawarra
4704,308031220,Rockhampton Surrounds - West
5070,401051018,Payneham - Felixstow
7008,601031019,Moonah
5120,402041039,Dry Creek - North
2762,116021632,Schofields - East
2530,107011132,Horsley - Kembla Grange
4821,318021471,Condon - Rasmussen
2702,109011175,Albury Surrounds
4821,318021484,Mount Louisa
4227,309051245,Reedy Creek - Andrews
2578,114021288,Robertson - Fitzroy Falls
5118,402011026,Gawler - South
7017,601011002,Brighton - Pontville
4515,310031290,Karana Downs
5259,407031165,Murray Bridge
4564,316061443,Maroochy Hinterland
3101,207011521,Kew - South
2353,110041205,Tamworth Surrounds
3806,212021554,Berwick - South West
3805,212021553,Berwick - South East
4521,314011384,Dayboro
2007,117031641,Pyrmont
2557,123011701,Mount Annan
6050,503021295,East Perth
6003,503021297,Perth (West) - Northbridge
6004,503021296,Perth (North) - Highgate
2102,122031693,Collaroy - Collaroy Plateau
3666,204011062,Yea
5006,401011002,North Adelaide
5540,405031120,Jamestown
2609,801081097,Waramanga
4065,304041101,Mitchelton
3071,206021110,Alphington - Fairfield
2299,111031225,Lambton - New Lambton
4152,305021116,Hawthorne
3152,211011446,Boronia
4365,307031189,Warwick
4701,308031211,Lakes Creek
4703,308031219,Rockhampton Surrounds - North
3463,201031017,Maryborough Surrounds
4402,307021179,Crows Nest - Rosalie
4011,305031131,Wooloowin - Lutwyche
2913,801041121,Taylor
2179,127011592,Badgerys Creek
2799,103041079,Orange Surrounds
2379,110041201,Quirindi
2645,204031072,Towong
3691,204031072,Towong
5717,406011135,Western
5655,406011135,Western
3871,205011078,Trafalgar (Vic.)
4406,319021509,Nanango
4101,305011110,South Brisbane
2159,115021297,Dural - Kenthurst - Wisemans Ferry
2615,801011015,Holt
3147,207011150,Glen Iris - East
4172,305021117,Morningside - Seven Hills
3331,203031489,Barwon Heads - Armstrong Creek
4754,312021351,Pioneer Valley
2225,128021536,Oyster Bay - Como - Jannali
5023,404011091,Flinders Park
4152,303011049,Carina
0845,701031032,Humpty Doo
2143,125011585,Berala
5641,406011134,West Coast (SA)
2579,114021289,Southern Highlands
6316,509011230,Katanning
4750,312021354,Shoal Point - Bucasia
5157,403041076,Coromandel Valley
2575,114021284,Bowral
4171,303011048,Cannon Hill
2665,113031268,Wagga Wagga - North
4625,319021508,Monto - Eidsvold
2150,125031714,Merrylands - Holroyd
3761,209031212,Panton Hill - St Andrews
2671,113011257,Griffith Surrounds
4410,319021507,Kingaroy Surrounds - South
3978,212031558,Cranbourne East - South
2354,110011189,Walcha
3851,205021082,Bruthen - Omeo
5357,407031163,Loxton Surrounds
2325,106041127,Muswellbrook Surrounds
5414,405021117,Gilbert Valley
6055,504031057,Beechboro
2065,121011401,St Leonards - Naremburn
3216,203021485,Charlemont
3097,209031214,Research - North Warrandyte
6148,506031128,Parkwood - Ferndale - Lynwood
4361,307031184,Clifton - Greenmount
3807,212011548,Koo Wee Rup
7016,601021006,Geilston Bay - Risdon
4751,312021342,Andergrove - Beaconsfield
2073,121031409,Pymble
3559,201031017,Maryborough Surrounds
4809,315011396,Cape York
5342,407031168,Renmark Surrounds
3224,217031476,Otway
4285,310041304,Springfield Lakes
3451,201021011,Daylesford
5013,404021101,Port Adelaide
3371,201011006,Delacombe
2342,110041201,Quirindi
4270,311021306,Beenleigh
4680,308051531,Boyne Island - Tannum Sands
4660,319051522,Burrum - Fraser
5172,407011149,Yankalilla
6525,511041289,Irwin
4410,319021509,Nanango
5700,405031121,Peterborough - Mount Remarkable
2094,122011419,Manly - Fairlight
5652,406011132,Le Hunte - Elliston
4400,317011450,Highfields
5655,406021140,Quorn - Lake Gilles
0875,702011049,Mount Johns
4575,316021424,Wurtulla - Birtinya
2082,121021404,Berowra - Brooklyn - Cowan
4872,315011395,Aurukun
2609,801031115,Majura
3723,204021066,Wangaratta
7172,601061035,Sorell - Richmond
5724,407031159,Barmera
4404,307021182,Pittsworth
6110,506041134,Gosnells
4054,302021031,Kedron - Gordon Park
4516,313021369,Wamuran
4514,313021366,Caboolture - South
4223,309021233,Elanora
2025,118011649,Bellevue Hill
3740,204031071,Myrtleford
2627,101031015,Cooma Surrounds
6081,504021053,Mundaring
3124,208041194,Malvern - Glen Iris
2258,102021055,Tuggerah - Kangy Angy
2706,109031185,Tocumwal - Finley - Jerilderie
2210,119031372,Peakhurst - Lugarno
7215,603031074,Triabunna - Bicheno
2049,117021327,Petersham - Stanmore
2103,122021421,Bayview - Elanora Heights
3558,202031032,Bendigo Surrounds - North
2878,105021098,Far West
3357,201031015,Golden Plains - North
3350,201031015,Golden Plains - North
6556,504021052,Malmalling - Reservoir
2620,801111140,ACT - South West
2902,801081133,Scrivener
6112,506011307,Harrisdale
2472,112011241,Evans Head
2903,801071080,Greenway
4425,307011175,Miles - Wandoan
2125,126011496,Pennant Hills - Cheltenham
2336,106041128,Scone
6532,511041288,Geraldton - South
2702,113031270,Wagga Wagga - West
4402,307031186,Southern Downs - West
2064,121011684,Chatswood - East
4207,311021308,Edens Landing - Holmview
7113,603021072,Huonville - Franklin
4022,313051575,Scarborough - Newport
7030,601011001,Bridgewater - Gagebrook
4215,309091264,Molendinar
2656,204031072,Towong
4816,318021475,Garbutt - West End
3268,217041478,Moyne - West
3373,217041477,Moyne - East
2656,113021260,Tumbarumba
3221,203021042,Highton
5238,405011110,Barossa - Angaston
2113,126021722,Denistone
5084,402031036,Enfield - Blair Athol
3812,212011551,Pakenham - South East
2083,102011040,Umina - Booker Bay - Patonga
5021,404011091,Flinders Park
4413,307021183,Wambo
3029,213051467,Werribee - East
4497,307011174,Inglewood - Waggamba
2786,124011449,Blackheath - Megalong Valley
2210,119021574,Wiley Park
4006,305011111,Spring Hill
2621,101021008,Karabar
3427,210041541,Sunbury - West
3477,202031033,Loddon
3857,205051101,Maffra
2263,102021054,Toukley - Norah Head
2527,107031142,Shellharbour - Oak Flats
4383,110021194,Tenterfield
4210,309071251,Coomera
2322,106011110,Dungog
2508,107041148,Thirroul - Austinmer - Coalcliff
3980,212031555,Clyde North - North
4224,309051243,Currumbin Valley - Tallebudgera
2653,113021262,Tumut Surrounds
3222,203031051,Portarlington
2556,123011698,Currans Hill
5250,401021006,Lobethal - Woodside
3641,216021411,Cobram
2343,110041200,Gunnedah Surrounds
2045,120021674,Annandale (NSW)
3047,210051245,Gladstone Park - Westmeadows
3053,206041510,West Melbourne - Residential
4489,315031411,Far South West
3707,109031181,Corowa Surrounds
2282,111021215,Bolton Point - Teralba
3977,212031303,Cranbourne South
2652,109031183,Deniliquin Surrounds
5174,403041072,Aldinga
3190,208031188,Highett (East) - Cheltenham
3000,206041124,Parkville
2607,801091108,Pearce
4350,307031186,Southern Downs - West
4350,317011453,Newtown (Qld)
2454,104021089,Sawtell - Boambee
2452,104021089,Sawtell - Boambee
2586,101061544,Young Surrounds
3434,202021031,Woodend
2250,102011031,Erina - Green Point
3088,209011197,Greensborough
3081,209011199,Heidelberg West
2903,801071086,Oxley (ACT)
6009,503011035,Nedlands - Dalkeith - Crawley
3515,202011023,Maiden Gully
2322,111021218,Morisset - Cooranbong
2905,801071088,Theodore
3875,205051099,Alps - West
6067,504031056,Ballajura
2261,102021053,The Entrance
2730,113031264,Gundagai
4285,311031316,Hillcrest
3636,216021413,Numurkah
4879,315011395,Aurukun
2533,107031140,Kiama Hinterland - Gerringong
2535,107031140,Kiama Hinterland - Gerringong
5022,404011091,Flinders Park
5042,403021061,Mitchell Park
2210,119031667,Penshurst
2223,119031666,Mortdale - Oatley
4074,304011081,Jindalee - Mount Ommaney
7310,604021088,Miandetta - Don
3730,216021412,Moira
6394,509011230,Katanning
5421,405021118,Goyder
6338,511011275,Esperance Surrounds
2648,105021097,Broken Hill
2576,114021284,Bowral
2761,116021632,Schofields - East
2299,111011209,Glendale - Cardiff - Hillsborough
6069,504031300,Ellenbrook
3340,213041578,Melton South - Weir Views
6053,503021039,Mount Lawley - Inglewood
7257,602031099,Flinders and Cape Barren Islands
4228,309051245,Reedy Creek - Andrews
3808,212011289,Emerald - Cockatoo
3812,212011289,Emerald - Cockatoo
4723,308031214,Park Avenue
2164,127021521,Wetherill Park Industrial
4157,301011002,Belmont - Gumdale
4132,311031317,Marsden
6152,506071147,South Perth - Kensington
5042,403041077,Flagstaff Hill
2306,111011213,Valentine - Eleebana
3218,203011036,Winchelsea
4722,308031215,Parkhurst - Kawana
2902,801111140,ACT - South West
4721,318021474,Douglas
4022,313041373,Deception Bay
4825,315021404,Carpentaria
2223,119031371,Oatley - Hurstville Grove
4419,307011175,Miles - Wandoan
6056,504021051,Helena Valley - Koongamia
4118,311031319,Regents Park - Heritage Park
6240,501031018,Donnybrook - Balingup
2287,111031225,Lambton - New Lambton
3070,206021499,Northcote - East
3435,210021235,Romsey
3195,208031189,Edithvale - Aspendale
2166,127021513,Canley Vale - Canley Heights
3385,215011389,Horsham Surrounds
4808,318011461,Burdekin
2045,120031395,Haberfield - Summer Hill
2565,123021703,Denham Court - Bardia
6418,509021240,Merredin
4861,315011400,Tablelands
2821,105031105,Narromine
6015,503011033,Floreat
3260,217031473,Colac Surrounds
4036,302041041,Bracken Ridge
5410,405011111,Light
3678,216021414,Yarrawonga
4403,317011449,Gowrie (Qld)
4214,309091541,Southport - South
2632,101031013,Bombala
3020,213011337,Sunshine North
3318,407021155,Naracoorte Surrounds
2913,801041117,Gungahlin - West
2555,124031463,Mulgoa - Luddenham - Orchard Hills
3446,201021011,Daylesford
3909,205021082,Bruthen - Omeo
4021,313051380,Rothwell - Kippa-Ring
5310,407031170,Waikerie
4350,317011459,Wilsonton
6167,507031170,Calista
3276,217041478,Moyne - West
3274,217041477,Moyne - East
2136,120031681,Strathfield - West
4270,301021011,Sheldon - Mount Cotton
4009,302031036,Brisbane Airport
6321,509011231,Kojonup
4217,309101267,Benowa
4133,311031314,Crestmead
5116,402011025,Gawler - North
2294,111031230,Newcastle Port - Kooragang
5074,401041015,Paradise - Newton
7185,603031073,Forestier - Tasman
2071,121031407,Gordon - Killara
0873,702011052,Sandover - Plenty
7275,604021089,Port Sorell
0874,702011049,Mount Johns
4680,308051533,Clinton - New Auckland
3225,203031489,Barwon Heads - Armstrong Creek
4660,319011500,Millbank - Avoca
2042,117031638,Camperdown - Darlington
3396,215011394,Yarriambiack
3030,213051468,Werribee - West
3064,210051442,Craigieburn - North
3788,211051282,Mount Dandenong - Olinda
6395,509011230,Katanning
5641,407031159,Barmera
2607,801091110,Torrens
3631,216031418,Shepparton Surrounds - East
5114,402021035,Virginia - Waterloo Corner
3962,205051104,Yarram
6056,506051140,Kalamunda - Maida Vale - Gooseberry Hill
6069,504031298,Aveley
5169,403041177,Seaford - Seaford Meadows
3044,210031538,Pascoe Vale
4170,303021055,Greenslopes
4556,316011414,Buderim - South
4013,302021030,Geebung
2799,103041078,Orange - North
2784,124011453,Lawson - Hazelbrook - Linden
2799,103041076,Blayney
2790,103041076,Blayney
2205,119041378,Kogarah
4740,312031359,Airlie - Whitsundays
3865,205021082,Bruthen - Omeo
3030,213051589,Wyndham Vale - North
3340,213051579,Manor Lakes - Quandong
2578,114011277,North Nowra - Bomaderry
4821,318021482,Kirwan - West
5114,402051049,Golden Grove
4704,308031206,Bouldercombe
5510,405021119,Wakefield - Barunga West
3172,212041460,Noble Park - West
2145,125041493,Toongabbie - Constitution Hill
6147,506031128,Parkwood - Ferndale - Lynwood
4107,303041067,Coopers Plains
2700,113031267,Wagga Wagga - East
3951,205031090,Leongatha
4122,303011051,Carindale
6020,505021094,Trigg - North Beach - Watermans Bay
3242,217031473,Colac Surrounds
5221,407011145,Kangaroo Island
3912,214021385,Somerville
2347,110021192,Inverell Surrounds - East
2556,127011597,West Hoxton - Middleton Grange
4010,305031119,Albion
2617,801011002,Belconnen
4500,314031392,Lawnton
3272,217041477,Moyne - East
4402,307021181,Millmerran
2572,123031446,Douglas Park - Appin
6437,511031283,Leinster - Leonora
2167,127011728,Leppington - Catherine Field
3124,207011152,Hawthorn East
5433,406011131,Kimba - Cleve - Franklin Harbour
2229,128011604,Cronulla - Kurnell - Bundeena
2390,110031198,Narrabri Surrounds
4555,316071546,Diddillibah - Rosemount
0837,701041040,Moulden
2622,101021610,Googong
4117,311031316,Hillcrest
3488,215011394,Yarriambiack
2209,119031666,Mortdale - Oatley
3156,211011254,Knoxfield - Scoresby
6163,507011160,Spearwood
3477,215011391,St Arnaud
3063,210051542,Craigieburn - North West
3304,217041478,Moyne - West
4497,307011171,Balonne
5235,405011114,Nuriootpa
3206,206051511,Port Melbourne Industrial
2800,103021065,Forbes
0846,702031058,Daly
2328,106041129,Scone Surrounds
3451,201021012,Gordon (Vic.)
4817,318021582,Burdell - Mount Low
5110,402041048,Salisbury North
4574,319031512,Gympie - North
5238,407031165,Murray Bridge
2720,113021262,Tumut Surrounds
2540,114011276,Huskisson - Vincentia
2716,109021177,Hay
2009,117031641,Pyrmont
2209,119011572,Bankstown - South
5322,407031163,Loxton Surrounds
2102,122021691,North Narrabeen - Warriewood (South)
7177,601061034,Dodges Ferry - Lewisham
3717,204011056,Kilmore - Broadford
3521,204011062,Yea
2611,801111140,ACT - South West
3023,213011333,Kings Park (Vic.)
4552,316061440,Caloundra Hinterland
2038,120021675,Leichhardt
6215,501021016,Waroona
4715,308031206,Bouldercombe
5455,405021119,Wakefield - Barunga West
3053,206041506,North Melbourne
3754,209041532,Mernda - South
4454,308041528,Banana
2343,105031099,Coonabarabran
6162,507021166,Fremantle - South
4157,301011004,Capalaba
5401,405011111,Light
5118,405011111,Light
4358,317011449,Gowrie (Qld)
2171,127011597,West Hoxton - Middleton Grange
6079,505031306,Wanneroo - Sinagra
4850,318011463,Dalrymple
5356,405011110,Barossa - Angaston
2913,801041040,Gungahlin
2577,114011273,Callala Bay - Currarong
2218,119041381,Rockdale - Banksia
2305,111031226,Maryland - Fletcher - Minmi
2500,123031445,Bargo
2831,105011092,Bourke - Brewarrina
4408,307021183,Wambo
4500,314011387,Samford Valley
2166,127021511,Cabramatta - Lansvale
2671,103021062,Condobolin
3190,208011171,Highett (West) - Cheltenham
6000,503021038,Mount Hawthorn - Leederville
5341,406021140,Quorn - Lake Gilles
3206,206051512,South Melbourne
2765,116021631,Schofields (West) - Colebee
6027,505011083,Woodvale
3352,201021012,Gordon (Vic.)
2290,111011209,Glendale - Cardiff - Hillsborough
2155,115011622,Kellyville - West
3187,208021427,Bentleigh East - South
3058,210031537,Oak Park
2282,111011210,Mount Hutton - Windale
4077,303051074,Pallara - Willawong
3498,215021398,Mildura Surrounds
5023,404011090,Beverley
4880,306051166,Atherton
2352,110041205,Tamworth Surrounds
2871,103021067,Parkes (NSW)
4078,310041297,Camira - Gailes
5113,402021029,Davoren Park
3673,204021064,Benalla Surrounds
6111,506011308,Piara Waters - Forrestdale
5552,405021119,Wakefield - Barunga West
2076,121021577,Hornsby - East
3690,204031073,West Wodonga
3754,209041531,Mernda - North
7248,602011041,Newnham - Mayfield
3770,211051285,Wandin - Seville
6164,507011148,Banjup
2320,106021615,Rutherford (North) - Aberglasslyn
3006,206041507,Royal Botanic Gardens Victoria
3030,213051464,Point Cook - East
3978,212011548,Koo Wee Rup
4013,302031040,Nundah
0822,701031035,Weddell
4812,318021479,Hyde Park - Pimlico
3215,203021047,North Geelong - Bell Park
2734,215031404,Swan Hill
5201,401021008,Mount Barker Surrounds
3621,216011406,Echuca
4802,312011338,Broadsound - Nebo
7010,601031021,West Moonah
2790,124011452,Katoomba - Leura
3312,217011423,Southern Grampians
6515,511041291,Morawa
6616,511041291,Morawa
3691,109011173,Albury - North
4019,313051378,Margate - Woody Point
4421,319021509,Nanango
4515,319021509,Nanango
7005,601051029,Mount Nelson - Dynnyrne
4809,306031158,Babinda
2356,110031198,Narrabri Surrounds
4559,316071548,Nambour
5680,406011129,Ceduna
7310,602021054,Deloraine
2871,103021062,Condobolin
0810,701021016,Coconut Grove
4810,318021490,Townsville City - North Ward
6503,509021236,Chittering
5272,407021151,Kingston - Robe
0847,702031058,Daly
3871,205051104,Yarram
3430,210041539,Diggers Rest
4313,310031288,Ipswich - North
4818,318021484,Mount Louisa
7303,604021091,Sheffield - Railton
2466,112021244,Casino
4802,312021353,Seaforth - Calen
5076,401021010,Uraidla - Summertown
2756,124041468,Yarramundi - Londonderry
3211,203021043,Lara
4053,314011382,Albany Creek
3184,206051129,Elwood
2035,118021565,Kingsford
2567,123011698,Currans Hill
2906,801071078,Gordon (ACT)
3673,204021067,Wangaratta Surrounds
4511,313011362,Beachmere - Sandstone Point
2629,113021261,Tumut
0837,702031059,Thamarrurr
2029,118011346,Rose Bay - Vaucluse - Watsons Bay
3173,212041459,Noble Park - East
2259,102021048,Gorokan - Kanwal - Charmhaven
3891,205021085,Orbost
7316,604011083,West Ulverstone
3023,213051583,Tarneit - Central
